,Total GHI Energy
15484,2274.036
15485,2089.632
15486,2201.839
15487,1914.154
15488,1941.697
15489,1929.984
15490,1948.593
15491,2335.851
15492,1932.445
15493,2336.615
15494,2100.277
15495,1927.809
15496,2378.778
15497,1933.036
15498,2164.508
15499,2056.275
15500,2107.622
15501,2360.099
15502,2151.166
15503,2221.524
15504,2126.092
15505,2381.955
15506,2117.397
15507,2382.533
15508,2111.167
15509,2406.533
15510,2266.957
15511,2190.629
15512,2334.27
15513,2239.232
15514,2222.648
15515,1939.073
15516,1933.302
15517,2236.326
15518,1914.84
15519,2267.695
15520,2083.241
15521,2406.246
15522,2223.842
15523,2190.348
15524,2024.307
15525,2164.379
15526,1938.606
15527,1934.833
15528,2242.352
15529,2314.854
15530,2170.573
15531,2336.501
15532,2272.968
15533,2060.338
15534,1923.359
15535,2339.216
15536,2333.102
15537,2395.105
15538,1931.417
15539,2075.545
15540,2179.558
15541,2230.808
15542,1937.854
15543,1936.243
15544,2385.297
15545,2346.712
15546,2220.178
15547,2128.179
15548,2249.377
15549,2133.857
15550,2374.201
15551,2152.562
15552,2218.284
15553,1949.519
15554,2194.09
15555,2239.275
15556,2127.769
15557,2396.622
15558,2070.739
15559,2205.817
15560,2044.421
15561,2309.917
15562,2159.843
15563,1954.913
15564,1929.224
15565,2241.301
15566,2254.975
15567,1935.336
15568,2247.138
15569,2057.426
15570,2319.46
15571,2048.765
15572,2094.753
15573,1930.262
15574,2248.218
15575,2276.775
15576,2210.161
15577,2156.672
15578,1869.274
15579,2169.22
15580,2029.181
15581,2117.449
15582,1954.668
15583,2163.296
15584,2171.447
15585,2035.794
15586,2037.68
15587,1964.769
15588,2133.222
15589,2204.455
15590,2342.846
15591,2230.323
15592,2302.294
15593,1941.465
15594,2195.651
15595,2108.823
15596,2163.478
15597,2265.295
15598,2333.434
15599,2233.977
15600,2208.001
15601,2031.271
15602,2202.068
15603,2192.375
15604,2106.772
15605,2266.222
15606,1924.123
15607,2141.116
15608,2154.563
15609,1940.676
15610,2095.055
15611,2284.88
15612,2049.193
15613,2020.082
15614,2124.151
15615,2169.524
15616,2198.931
15617,2157.101
15618,2218.822
15619,1904.284
15620,2210.83
15621,1923.761
15622,1943.115
15623,2143.655
15624,1928.274
15625,2349.399
15626,2065.749
15627,2217.075
15628,2055.218
15629,2262.697
15630,2277.674
15631,2216.649
15632,1936.933
15633,1937.775
15634,2344.872
15635,1921.255
15636,1930.058
15637,2260.604
15638,2285.045
15639,1927.393
15640,2376.821
15641,2391.361
15642,2343.402
15643,2217.955
15644,2230.999
15645,1930.712
15646,2362.938
15647,2382.714
15648,2158.894
15649,2342.872
15650,2175.306
15651,2180.128
15652,2172.439
15653,2362.457
15654,2203.049
15655,2312.284
15656,2323.591
15657,2191.369
15658,2197.847
15659,2189.565
15660,2300.118
15661,2318.426
15662,2240.881
15663,2388.636
15664,2224.219
15665,2212.921
15666,2229.908
15667,2292.831
15668,2318.816
15669,2201.218
15670,2174.693
15671,2312.34
15672,2339.313
15673,2292.751
15674,2258.6
15675,2399.841
15676,2216.227
15677,2266.07
15678,2416.836
15679,2264.403
15680,2285.451
15681,2200.414
15682,2206.424
15683,2417.489
15684,2281.639
15685,2374.932
15686,2417.872
15687,2263.763
15688,2257.693
15689,2271.192
15690,2349.262
15691,2300.864
15692,2182.486
15693,2195.384
15694,2230.909
15695,2311.58
15696,2179.615
15697,2271.661
15698,2237.368
15699,2403.519
15700,2292.699
15701,2281.209
15702,2231.957
15703,2187.524
15704,2196.49
15705,2337.011
15706,2335.996
15707,2229.719
15708,2324.624
15709,2217.351
15710,2188.436
15711,2404.395
15712,2324.242
15713,2257.08
15714,2229.252
15715,2198.016
15716,2412.749
15717,2270.091
15718,2278.561
15719,2192.548
15720,2289.494
15721,2192.492
15722,2301.54
15723,2174.085
15724,2230.689
15725,1935.457
15726,2482.467
15727,2497.815
15728,2274.29
15729,2087.865
15730,2330.328
15731,2425.512
15732,2426.065
15733,2294.071
15734,2410.538
15735,2480.249
15736,2168.96
15737,1866.459
15738,2088.156
15739,2261.766
15740,2415.28
15741,2301.592
15742,2216.154
15743,1874.495
15744,1863.66
15745,2469.373
15746,2144.597
15747,1887.105
15748,1852.612
15749,2298.262
15750,2185.86
15751,2209.721
15752,2478.778
15753,2094.826
15754,2438.505
15755,1841.368
15756,2403.861
15757,2275.933
15758,2434.449
15759,1900.969
15760,2292.741
15761,2301.941
15762,2337.056
15763,1769.656
15764,2474.277
15765,2181.219
15766,2290.316
15767,2063.46
15768,1864.419
15769,2295.655
15770,2296.684
15771,2265.782
15772,2031.255
15773,2443.375
15774,2391.349
15775,2377.553
15776,2484.631
15777,1848.523
15778,2424.916
15779,2097.702
15780,2344.682
15781,2470.949
15782,2488.437
15783,2459.639
15784,2216.745
15785,2228.561
15786,1887.283
15787,2393.195
15788,2136.806
15789,2237.672
15790,1875.431
15791,2316.47
15792,1905.195
15793,2458.273
15794,2180.977
15795,2460.939
15796,2212.885
15797,2188.238
15798,2357.23
15799,2193.034
15800,2330.013
15801,2297.649
15802,2223.349
15803,2359.56
15804,2162.814
15805,1889.741
15806,2167.256
15807,2470.454
15808,2291.023
15809,2465.559
15810,2131.428
15811,2348.395
15812,2417.503
15813,2476.38
15814,1847.009
15815,2486.138
15816,2230.331
15817,1919.679
15818,2329.848
15819,1881.783
15820,2270.126
15821,2134.734
15822,2473.888
15823,1840.946
15824,1856.571
15825,1885.937
15826,2441.932
15827,1840.975
15828,2484.923
15829,2447.849
15830,2067.868
15831,2473.914
15832,2263.788
15833,2427.414
15834,2476.013
15835,2279.146
15836,2155.475
15837,1896.136
15838,2157.901
15839,2142.176
15840,2454.44
15841,2325.291
15842,2430.797
15843,2167.948
15844,2272.744
15845,2164.106
15846,2429.044
15847,1871.581
15848,2388.731
15849,2332.743
15850,2242.697
15851,2303.82
15852,2266.16
15853,2451.21
15854,2371.35
15855,1979.642
15856,1845.584
15857,2407.565
15858,2246.189
15859,1824.648
15860,1854.53
15861,1833.094
15862,2238.172
15863,1861.479
15864,2479.986
15865,2485.814
15866,2220.864
15867,2220.798
15868,1878.798
15869,1887.772
15870,1853.424
15871,2064.466
15872,2349.479
15873,1853.322
15874,2196.105
15875,2375.71
15876,1895.968
15877,2256.133
15878,2291.964
15879,2253.938
15880,2073.44
15881,1864.818
15882,2427.576
15883,2203.143
15884,2388.577
15885,2470.182
15886,1854.83
15887,1884.499
15888,2282.382
15889,1876.15
15890,1852.727
15891,2177.715
15892,2333.103
15893,2479.624
15894,2293.5
15895,1829.89
15896,2421.292
15897,2166.045
15898,2228.347
15899,2461.01
15900,1866.628
15901,1889.604
15902,1862.531
15903,2181.438
15904,1849.919
15905,2492.497
15906,2148.094
15907,2015.842
15908,2300.595
15909,2299.464
15910,2492.177
15911,2248.134
15912,2410.93
15913,2282.328
15914,2302.008
15915,2295.365
15916,2247.91
15917,2390.769
15918,1812.282
15919,2320.412
15920,2183.889
15921,2052.73
15922,1802.534
15923,1936.132
15924,1911.975
15925,2252.997
15926,2391.333
15927,2152.208
15928,1919.283
15929,2283.45
15930,1906.583
15931,1756.693
15932,1830.672
15933,2403.271
15934,2159.24
15935,2155.123
15936,2379.799
15937,1888.305
15938,2402.045
15939,2481.41
15940,2490.445
15941,2582.575
15942,2496.937
15943,2645.815
15944,2594.064
15945,2492.654
15946,2507.185
15947,2579.086
15948,2610.731
15949,2507.875
15950,2490.995
15951,2473.68
15952,2460.83
15953,2530.322
15954,2578.702
15955,2553.539
15956,2615.527
15957,2428.777
15958,2409.672
15959,2492.049
15960,2485.61
15961,2582.549
15962,2396.238
15963,2400.098
15964,2500.107
15965,2483.433
15966,2467.862
15967,2500.978
15968,2458.141
15969,2597.302
15970,2509.09
15971,2510.244
15972,1783.384
15973,1817.64
15974,1801.928
15975,1786.517
15976,1811.479
15977,1818.189
15978,1816.622
15979,1811.73
15980,1817.824
15981,1770.329
15982,1819.493
15983,1808.33
15984,1813.712
15985,1772.505
15986,1786.229
15987,1779.611
15988,2423.523
15989,2447.884
15990,2422.719
15991,2416.282
15992,2461.414
15993,2358.62
15994,2385.529
15995,2281.286
15996,2473.802
15997,2477.521
15998,2390.196
15999,2379.021
16000,2479.5
16001,2356.22
16002,2468.078
16003,2470.144
16004,2368.859
16005,2350.684
16006,2400.013
16007,2408.568
16008,2417.73
16009,2348.844
16010,2448.34
16011,2304.754
16012,2333.462
16013,2373.981
16014,2347.659
16015,2320.504
16016,2444.473
16017,2362.809
16018,2390.072
16019,2429.445
16020,2404.836
16021,2599.828
16022,2458.325
16023,2451.941
16024,2395.54
16025,2467.417
16026,2421.397
16027,2564.277
16028,2332.918
16029,2471.71
16030,2450.31
16031,2307.558
16032,2402.779
16033,2558.952
16034,2572.057
16035,2390.027
16036,2358.687
16037,2467.387
16038,2481.191
16039,2332.454
16040,2310.493
16041,2321.725
16042,2440.331
16043,2476.42
16044,2371.277
16045,2451.822
16046,2514.922
16047,2427.859
16048,2388.5
16049,2421.863
16050,2359.687
16051,2471.153
16052,2470.049
16053,2398.962
16054,2428.537
16055,2350.48
16056,2593.6
16057,2377.948
16058,2387.847
16059,2493.255
16060,2346.43
16061,2428.306
16062,2340.971
16063,2395.657
16064,2532.946
16065,2444.852
16066,2435.661
16067,2370.942
16068,2321.781
16069,2427.862
16070,1918.156
16071,2443.426
16072,2361.523
16073,2605.333
16074,2407.128
16075,2394.98
16076,2437.885
16077,2545.342
16078,2357.095
16079,2473.032
16080,2453.704
16081,2439.154
16082,2464.055
16083,2383.102
16084,2377.435
16085,2365.231
16086,2402.434
16087,2298.283
16088,2538.421
16089,2531.998
16090,2660.18
16091,2395.274
16092,2470.145
16093,2413.267
16094,2388.699
16095,2439.185
16096,2395.865
16097,2657.397
16098,2390.909
16099,2311.022
16100,2485.236
16101,2443.436
16102,2471.172
16103,2388.35
16104,2475.943
16105,2429.756
16106,2324.362
16107,2541.551
16108,2466.346
16109,2583.539
16110,2455.334
16111,2377.646
16112,2403.023
16113,2472.953
16114,2439.021
16115,2382.386
16116,2349.505
16117,2639.648
16118,2525.397
16119,2390.47
16120,2522.857
16121,2472.802
16122,2558.511
16123,2438.403
16124,2589.843
16125,2593.079
16126,2428.175
16127,2653.542
16128,2476.034
16129,2475.501
16130,2467.219
16131,2442.634
16132,2625.877
16133,2435.079
16134,2374.007
16135,2396.537
16136,2414.744
16137,2420.373
16138,2409.902
16139,2467.21
16140,2461.981
16141,2597.488
16142,2545.583
16143,2376.372
16144,2470.634
16145,2484.221
16146,2449.911
16147,2432.371
16148,2462.09
16149,2421.418
16150,2466.325
16151,2334.248
16152,2543.756
16153,2394.9
16154,2375.349
16155,2339.157
16156,1949.78
16157,2038.0
16158,2145.173
16159,1992.659
16160,2040.455
16161,2028.472
16162,2042.627
16163,2135.429
16164,1959.601
16165,1965.052
16166,2019.207
16167,2139.895
16168,2126.812
16169,2088.834
16170,2035.202
16171,1984.117
16172,1934.007
16173,2060.045
16174,2007.332
16175,1976.706
16176,2153.628
16177,2030.993
16178,1991.503
16179,1988.543
16180,2026.288
16181,2014.037
16182,2038.605
16183,2142.587
16184,1973.279
16185,2036.735
16186,2015.818
16187,2081.469
16188,1992.984
16189,2067.434
16190,1979.056
16191,2056.044
16192,2037.716
16193,2234.172
16194,2056.928
16195,2012.352
16196,2004.651
16197,2051.196
16198,2158.534
16199,2042.536
16200,2068.069
16201,2130.188
16202,2092.997
16203,1969.802
16204,2133.354
16205,1991.912
16206,2176.357
16207,2028.409
16208,2140.847
16209,1999.394
16210,2107.506
16211,1999.491
16212,2141.897
16213,2007.421
16214,2036.889
16215,1919.527
16216,1995.689
16217,1988.355
16218,2000.418
16219,2011.702
16220,2154.251
16221,1954.085
16222,2039.512
16223,1977.033
16224,2062.63
16225,2134.629
16226,2113.656
16227,2124.988
16228,1936.517
16229,2057.313
16230,2024.935
16231,2016.367
16232,2069.359
16233,1930.77
16234,2036.282
16235,1997.751
16236,2149.554
16237,1965.506
16238,1982.523
16239,2018.03
16240,2030.578
16241,1920.064
16242,1997.809
16243,2046.067
16244,2159.973
16245,1943.397
16246,2000.752
16247,2064.155
16248,2004.693
16249,2004.605
16250,2005.693
16251,2109.903
16252,1971.996
16253,1937.491
16254,1980.264
16255,1986.051
16256,2178.149
16257,2002.699
16258,1977.565
16259,1906.886
16260,2011.105
16261,2033.205
16262,2025.183
16263,2005.712
16264,2051.046
16265,2046.312
16266,2026.98
16267,2113.922
16268,1998.98
16269,2004.576
16270,2100.714
16271,1955.086
16272,1965.093
16273,2006.253
16274,2062.243
16275,2202.254
16276,2189.448
16277,2300.546
16278,2229.894
16279,2338.406
16280,2231.616
16281,2324.777
16282,2170.034
16283,2218.864
16284,2289.211
16285,2174.21
16286,2310.996
16287,2172.809
16288,2301.017
16289,2445.692
16290,2176.99
16291,2259.757
16292,2430.561
16293,2314.601
16294,2188.065
16295,2282.974
16296,2319.953
16297,2316.417
16298,2314.217
16299,2202.58
16300,2287.401
16301,2319.325
16302,2313.589
16303,2150.755
16304,2305.489
16305,2158.206
16306,2188.751
16307,2197.635
16308,2295.952
16309,2186.855
16310,2252.368
16311,2257.463
16312,2215.566
16313,2257.573
16314,2347.803
16315,2407.573
16316,2213.139
16317,2304.707
16318,2346.386
16319,2324.287
16320,2197.491
16321,2207.8
16322,1816.456
16323,1780.065
16324,1822.934
16325,1773.083
16326,2179.246
16327,2317.634
16328,2275.928
16329,1914.968
16330,1908.914
16331,1859.907
16332,2409.026
16333,2278.782
16334,2408.26
16335,2418.038
16336,2480.876
16337,2264.067
16338,1895.684
16339,1765.489
16340,2504.748
16341,2547.92
16342,2461.706
16343,2452.054
16344,1780.703
16345,2183.007
16346,1805.884
16347,2450.508
16348,2336.737
16349,2443.239
16350,2482.902
16351,2409.946
16352,2586.0
16353,2657.948
16354,2386.898
16355,2352.396
16356,2358.732
16357,2542.152
16358,2656.329
16359,1982.862
16360,2026.72
16361,2140.915
16362,2396.297
16363,2100.485
16364,2133.803
16365,2076.362
16366,2036.673
16367,1918.708
16368,1942.724
16369,2173.898
16370,2303.6
16371,2172.388
16372,1789.777
16373,1842.576
16374,1762.207
16375,1778.712
16376,1774.598
16377,1821.164
16378,1773.697
16379,1774.878
16380,1860.542
16381,1920.645
16382,1752.687
16383,1822.356
16384,1846.876
16385,1814.078
16386,1817.633
16387,1823.81
16388,1785.584
16389,2201.97
16390,1772.023
16391,1823.905
16392,1819.395
16393,1823.1
16394,1764.843
16395,1785.836
16396,1771.23
16397,1871.815
16398,1825.181
16399,1796.867
16400,1780.713
16401,1789.355
16402,1815.582
16403,1781.284
16404,1785.236
16405,1816.482
16406,2374.71
16407,1916.228
16408,2120.739
16409,1908.853
16410,2045.842
16411,2048.224
16412,1936.663
16413,2058.134
16414,1933.012
16415,2225.238
16416,1936.763
16417,2033.047
16418,1936.08
16419,2135.898
16420,1934.242
16421,2384.25
16422,2404.585
16423,2369.386
16424,2311.715
16425,2145.152
16426,2344.045
16427,2036.037
16428,1915.036
16429,2230.909
16430,1945.587
16431,1943.273
16432,1944.505
16433,2157.816
16434,2038.236
16435,2257.127
16436,2039.984
16437,2227.436
16438,2104.949
16439,1922.549
16440,1938.194
16441,2257.63
16442,1978.358
16443,2053.291
16444,2084.216
16445,1928.502
16446,2059.381
16447,2208.356
16448,2325.34
16449,1923.403
16450,1951.677
16451,1915.194
16452,2253.289
16453,2293.132
16454,1939.488
16455,2139.604
16456,1920.91
16457,2254.183
16458,1944.529
16459,2330.53
16460,2204.486
16461,2092.322
16462,2119.985
16463,2191.491
16464,2012.821
16465,2069.918
16466,2022.799
16467,2020.541
16468,2192.297
16469,2082.84
16470,2036.309
16471,2211.24
16472,2249.1
16473,1933.95
16474,2344.514
16475,2072.461
16476,2183.098
16477,2142.669
16478,2299.059
16479,2274.666
16480,2118.892
16481,2251.779
16482,2317.541
16483,2384.158
16484,2204.524
16485,2188.293
16486,2183.777
16487,2291.782
16488,2247.835
16489,2114.992
16490,2124.356
16491,2378.496
16492,2310.464
16493,2234.592
16494,2337.571
16495,2204.02
16496,1938.46
16497,2372.481
16498,2223.375
16499,2129.543
16500,1916.469
16501,1931.297
16502,2153.777
16503,2277.908
16504,2218.023
16505,1915.121
16506,1915.731
16507,2386.224
16508,1937.507
16509,2342.883
16510,2299.58
16511,2199.183
16512,2098.85
16513,2339.04
16514,2330.704
16515,2155.993
16516,2395.12
16517,1943.98
16518,2156.242
16519,2208.248
16520,1941.069
16521,1929.343
16522,2079.186
16523,2196.428
16524,2225.188
16525,2197.712
16526,2383.682
16527,2151.217
16528,2051.132
16529,2060.71
16530,2155.862
16531,1941.818
16532,2064.248
16533,2182.229
16534,2076.763
16535,1917.949
16536,2325.56
16537,1914.527
16538,2206.164
16539,2284.941
16540,2109.374
16541,1926.214
16542,2285.342
16543,2181.704
16544,2351.602
16545,2247.671
16546,2185.891
16547,2017.69
16548,1917.207
16549,1913.77
16550,1955.339
16551,1951.75
16552,1910.541
16553,2080.874
16554,2189.883
16555,2013.848
16556,2201.68
16557,2187.533
16558,2032.247
16559,2049.903
16560,2287.666
16561,1912.309
16562,2283.83
16563,2247.571
16564,2208.225
16565,2172.49
16566,2260.385
16567,2195.501
16568,2428.479
16569,2152.346
16570,2258.106
16571,2262.151
16572,2255.175
16573,2396.757
16574,2221.237
16575,2228.358
16576,2298.498
16577,2305.41
16578,2198.705
16579,2222.354
16580,2202.381
16581,2273.713
16582,2202.367
16583,2395.593
16584,2265.513
16585,2295.026
16586,2361.43
16587,2228.555
16588,2288.057
16589,2223.68
16590,2370.791
16591,2402.11
16592,2237.825
16593,2211.334
16594,2319.304
16595,2294.422
16596,2256.361
16597,2266.073
16598,2198.552
16599,2231.317
16600,2152.736
16601,2242.788
16602,2325.191
16603,2297.578
16604,2334.267
16605,2285.105
16606,2282.388
16607,2273.656
16608,2240.155
16609,2256.068
16610,2311.162
16611,2200.932
16612,2390.086
16613,2340.268
16614,2180.034
16615,2299.386
16616,2202.715
16617,2183.598
16618,2191.923
16619,2276.572
16620,2312.404
16621,2307.203
16622,2300.668
16623,2268.132
16624,2200.345
16625,2282.346
16626,2208.167
16627,2193.754
16628,2241.799
16629,2215.99
16630,2193.165
16631,2275.346
16632,2201.482
16633,2276.631
16634,2300.954
16635,2238.829
16636,2229.133
16637,2382.974
16638,2314.628
16639,1866.8
16640,2352.666
16641,2253.829
16642,2340.996
16643,2492.096
16644,2326.188
16645,1775.351
16646,2275.831
16647,2270.361
16648,2466.27
16649,2498.567
16650,2007.26
16651,2272.074
16652,2402.858
16653,1866.928
16654,1759.058
16655,2274.226
16656,2124.116
16657,2395.711
16658,1828.336
16659,2453.313
16660,2359.892
16661,2072.387
16662,2409.265
16663,2460.141
16664,2141.193
16665,2169.492
16666,2317.596
16667,2357.854
16668,2189.88
16669,2222.76
16670,2291.206
16671,1853.803
16672,2483.94
16673,2353.69
16674,2213.594
16675,1860.85
16676,2286.865
16677,1888.766
16678,2334.522
16679,2365.395
16680,2222.78
16681,2298.936
16682,2178.263
16683,2278.205
16684,2249.112
16685,2269.049
16686,2192.451
16687,2138.102
16688,2457.396
16689,2338.267
16690,2192.163
16691,2473.325
16692,2356.37
16693,2478.467
16694,2453.491
16695,1853.291
16696,2155.905
16697,1894.198
16698,2088.673
16699,2240.314
16700,2267.437
16701,2486.231
16702,2453.553
16703,2382.456
16704,2294.339
16705,1969.126
16706,2161.078
16707,2176.962
16708,2151.793
16709,1936.678
16710,2275.93
16711,1839.398
16712,2246.54
16713,2187.089
16714,2190.909
16715,2489.901
16716,2077.829
16717,2451.868
16718,1842.965
16719,1875.353
16720,2420.606
16721,2296.58
16722,2148.211
16723,1862.753
16724,2210.28
16725,1884.59
16726,2317.879
16727,2298.23
16728,2478.377
16729,1841.66
16730,2314.458
16731,2260.88
16732,2148.432
16733,2168.279
16734,2286.826
16735,1831.249
16736,1841.577
16737,2162.135
16738,2502.376
16739,2267.069
16740,2434.555
16741,2480.926
16742,2334.917
16743,2476.256
16744,2329.394
16745,2449.299
16746,2223.61
16747,2442.562
16748,2430.067
16749,1875.965
16750,2494.265
16751,2579.434
16752,2482.383
16753,2499.94
16754,1927.818
16755,2146.458
16756,2479.747
16757,2474.847
16758,2360.439
16759,2237.602
16760,1877.451
16761,2241.096
16762,1855.729
16763,2046.049
16764,1782.306
16765,2236.066
16766,2323.412
16767,2453.369
16768,1833.0
16769,2101.233
16770,2244.365
16771,1861.302
16772,2211.088
16773,1825.165
16774,2300.392
16775,1865.619
16776,2284.743
16777,2209.18
16778,2184.426
16779,2333.356
16780,2493.61
16781,2241.058
16782,2294.386
16783,1817.102
16784,2469.011
16785,1911.872
16786,2366.628
16787,2185.81
16788,2460.29
16789,2226.874
16790,2199.814
16791,1866.279
16792,2003.421
16793,2278.045
16794,2210.661
16795,1994.62
16796,2400.602
16797,2279.65
16798,1847.513
16799,2463.235
16800,2313.335
16801,1857.071
16802,2046.806
16803,2475.641
16804,2297.822
16805,1860.872
16806,2528.094
16807,2581.065
16808,2532.636
16809,2471.266
16810,2532.727
16811,2492.811
16812,2492.097
16813,2516.272
16814,2503.22
16815,2459.045
16816,2600.23
16817,2351.45
16818,2589.134
16819,2500.912
16820,2468.001
16821,2531.241
16822,2521.689
16823,2505.675
16824,2592.947
16825,2469.971
16826,2507.384
16827,2505.584
16828,2578.606
16829,2608.754
16830,2479.248
16831,2599.417
16832,2487.104
16833,2598.408
16834,2549.259
16835,2485.801
16836,2493.674
16837,2457.358
16838,2581.222
16839,2586.05
16840,2401.788
16841,2419.969
16842,2594.645
16843,2496.661
16844,2493.59
16845,2617.287
16846,2563.96
16847,2512.648
16848,2499.189
16849,2490.718
16850,2501.065
16851,2601.647
16852,2604.87
16853,2493.308
16854,2575.277
16855,2589.843
16856,2542.311
16857,2387.756
16858,2493.606
16859,2473.265
16860,2442.328
16861,2514.058
16862,2428.745
16863,2636.432
16864,2567.033
16865,1792.861
16866,1814.691
16867,1771.695
16868,1801.843
16869,1780.32
16870,1786.297
16871,1775.502
16872,1816.928
16873,1796.79
16874,1786.129
16875,1817.02
16876,1774.729
16877,1816.136
16878,2468.476
16879,1777.377
16880,1802.314
16881,1798.722
16882,1792.383
16883,1786.43
16884,2365.741
16885,2399.193
16886,2359.033
16887,2505.553
16888,2402.677
16889,2490.682
16890,2386.12
16891,2419.928
16892,2311.48
16893,2579.841
16894,2456.394
16895,2479.34
16896,2492.252
16897,2384.139
16898,2430.797
16899,2441.214
16900,2471.58
16901,2500.389
16902,2433.347
16903,2433.36
16904,2458.392
16905,2483.333
16906,2452.445
16907,2325.152
16908,2317.738
16909,2393.169
16910,2432.576
16911,2467.665
16912,2334.793
16913,2465.164
16914,2435.99
16915,2415.257
16916,2371.244
16917,2544.147
16918,2396.648
16919,2386.933
16920,2456.254
16921,2402.13
16922,2527.661
16923,2566.276
16924,2472.834
16925,2458.214
16926,2405.619
16927,2436.048
16928,2490.318
16929,2329.331
16930,2446.139
16931,2417.91
16932,2341.862
16933,2433.111
16934,2358.21
16935,2436.49
16936,2427.149
16937,2430.139
16938,2658.008
16939,2377.148
16940,2486.818
16941,2469.753
16942,2426.196
16943,2434.259
16944,2450.747
16945,2490.813
16946,2587.518
16947,2372.162
16948,2426.944
16949,2427.083
16950,2299.188
16951,2392.873
16952,2470.222
16953,2314.247
16954,2386.804
16955,2447.136
16956,2344.296
16957,2402.001
16958,2446.349
16959,2406.673
16960,2470.798
16961,2479.451
16962,2536.311
16963,2354.236
16964,2417.628
16965,2587.217
16966,2407.267
16967,2606.393
16968,2335.192
16969,2409.23
16970,2359.495
16971,2434.05
16972,2384.907
16973,2377.71
16974,2369.793
16975,2422.926
16976,2412.254
16977,2454.824
16978,2434.673
16979,2478.676
16980,2459.756
16981,2379.539
16982,2350.72
16983,2470.342
16984,2377.645
16985,2341.678
16986,2576.862
16987,2496.486
16988,2658.524
16989,2347.978
16990,2546.679
16991,2439.66
16992,2361.948
16993,2360.975
16994,2474.003
16995,2373.035
16996,2482.805
16997,2418.444
16998,2395.039
16999,2340.018
17000,2448.586
17001,2415.883
17002,2326.073
17003,2355.131
17004,2438.959
17005,2417.21
17006,2474.375
17007,2461.906
17008,2659.075
17009,2450.858
17010,2629.676
17011,2351.683
17012,2385.354
17013,2400.271
17014,2480.047
17015,2417.367
17016,2611.564
17017,2579.542
17018,2432.684
17019,2553.212
17020,2648.867
17021,2457.093
17022,2564.941
17023,2390.305
17024,2466.817
17025,2382.405
17026,2449.591
17027,2567.377
17028,2464.341
17029,2447.73
17030,2445.402
17031,2440.553
17032,2391.33
17033,2417.328
17034,2407.296
17035,2527.127
17036,2576.122
17037,2462.245
17038,2451.327
17039,2448.13
17040,2566.545
17041,2430.579
17042,2436.322
17043,2576.914
17044,2435.868
17045,2465.127
17046,2434.835
17047,2441.311
17048,2412.327
17049,2475.467
17050,2351.742
17051,2184.822
17052,2070.28
17053,1997.228
17054,1969.969
17055,2038.716
17056,1993.235
17057,1948.579
17058,2022.664
17059,1996.881
17060,2001.181
17061,1990.595
17062,1957.346
17063,2063.534
17064,2149.474
17065,1994.758
17066,2073.224
17067,2063.91
17068,2024.07
17069,1961.041
17070,2098.747
17071,2041.921
17072,2028.129
17073,1990.056
17074,2027.765
17075,2037.01
17076,1954.083
17077,2126.31
17078,1991.167
17079,2040.902
17080,1970.601
17081,2025.992
17082,1885.254
17083,2050.04
17084,2173.669
17085,2131.332
17086,2027.952
17087,2027.024
17088,1998.11
17089,2002.556
17090,2030.0
17091,2121.867
17092,2003.794
17093,1990.415
17094,2040.796
17095,2036.844
17096,2008.193
17097,2000.887
17098,2019.609
17099,2071.186
17100,2009.159
17101,2136.778
17102,2017.257
17103,2164.281
17104,2074.357
17105,2037.084
17106,1950.281
17107,1994.488
17108,1962.879
17109,2043.275
17110,2037.912
17111,2063.878
17112,1953.255
17113,2052.773
17114,2447.671
17115,2066.067
17116,1990.166
17117,2055.906
17118,2005.296
17119,2080.747
17120,2016.584
17121,2067.386
17122,2114.316
17123,2042.527
17124,2065.26
17125,1990.961
17126,2045.017
17127,1967.965
17128,1988.055
17129,1975.481
17130,1975.587
17131,2121.099
17132,1926.258
17133,1991.002
17134,2036.317
17135,2000.496
17136,2019.557
17137,2039.283
17138,2056.812
17139,2030.985
17140,2145.117
17141,2023.305
17142,1970.677
17143,2115.977
17144,2167.38
17145,1968.747
17146,2055.201
17147,1957.164
17148,2146.115
17149,2030.894
17150,2136.338
17151,2036.56
17152,2033.422
17153,1919.857
17154,2033.066
17155,2004.015
17156,2080.426
17157,2054.627
17158,2149.495
17159,1994.792
17160,2022.851
17161,1988.764
17162,2066.065
17163,1966.278
17164,2086.157
17165,2036.028
17166,2014.74
17167,2085.296
17168,2015.098
17169,2040.629
17170,2051.573
17171,2018.237
17172,1997.786
17173,2057.857
17174,2045.274
17175,2175.836
17176,1997.227
17177,1984.73
17178,2290.749
17179,2157.623
17180,2300.583
17181,2268.916
17182,2192.406
17183,2193.261
17184,2227.727
17185,2204.634
17186,2210.628
17187,2242.561
17188,2378.773
17189,2219.567
17190,2322.16
17191,2229.491
17192,2397.077
17193,2199.645
17194,2322.676
17195,2194.136
17196,2434.05
17197,2213.345
17198,2309.22
17199,2240.429
17200,2375.817
17201,2179.239
17202,2382.844
17203,2356.327
17204,2300.498
17205,2381.019
17206,2218.949
17207,2278.702
17208,2238.433
17209,2232.782
17210,2408.055
17211,2291.039
17212,2287.112
17213,2397.266
17214,2287.58
17215,2213.58
17216,2313.591
17217,2230.348
17218,2242.276
17219,2281.681
17220,2006.414
17221,1932.914
17222,2396.804
17223,1872.672
17224,2275.876
17225,2413.952
17226,2599.058
17227,2182.403
17228,1991.98
17229,2393.482
17230,2250.962
17231,2521.675
